1.6002,0.00208026,0
1.52019,0.02352294,0
1.44018,0.04336542,0
1.28016,0.07824978,0
1.12014,0.10705338,0
0.96012,0.13025628,0
0.8001,0.14705838,0
0.64008,0.1568196,0
0.48006,0.15617952,0
0.40005,0.15057882,0
0.32004,0.1408176,0
0.24003,0.12625578,0
0.16002,0.10545318,0
0.120015,0.09217152,0
0.08001,0.07568946,0
0.040005,0.05424678,0
0.0200025,0.03904488,0
0,0,0
0.0200025,-0.02288286,0
0.040005,-0.0312039,0
0.08001,-0.03984498,0
0.120015,-0.04384548,0
0.16002,-0.04576572,0
0.24003,-0.04608576,0
0.32004,-0.04384548,0
0.40005,-0.040005,0
0.48006,-0.03616452,0
0.64008,-0.0288036,0
0.8001,-0.0224028,0
0.96012,-0.016002,0
1.12014,-0.0104013,0
1.28016,-0.00624078,0
1.44018,-0.00352044,0
1.52019,-0.00256032,0
1.6002,-0.00208026,0
